\\Hourly Zonal Demand Report,,,,,,,,,,,,,,
\\Created at 2025-04-07 08:00:44,,,,,,,,,,,,,,
\\For 2025,,,,,,,,,,,,,,
Date,Hour,Ontario Demand,Northwest,Northeast,Ottawa,East,Toronto,Essa,Bruce,Southwest,Niagara,West,Zone Total,Diff
2025-01-28,3,15831,596,1530,968,980,5335,1052,98,3024,543,1772,15898,67
2025-01-28,4,15986,592,1523,982,991,5284,1056,99,3043,544,1868,15982,-4
2025-01-28,5,16096,589,1516,1035,1014,5360,1081,103,3054,552,1974,16279,184
2025-01-28,6,16792,596,1522,1100,1066,5588,1150,107,3146,567,2078,16920,128
2025-01-28,7,18045,601,1501,1211,1174,6092,1268,110,3367,553,2219,18095,50
2025-01-28,8,19500,607,1584,1299,1265,6641,1375,116,3615,611,2403,19516,16
2025-01-28,9,20061,620,1582,1304,1223,6793,1404,124,3733,665,2443,19892,-169
2025-01-28,10,19726,623,1568,1233,1140,6850,1376,130,3704,656,2395,19676,-50
2025-01-28,11,19299,611,1517,1202,1027,6915,1335,131,3702,650,2309,19400,101
2025-01-28,12,18987,595,1547,1196,914,6939,1316,128,3635,643,2234,19146,159
2025-01-28,13,18762,597,1560,1195,882,6879,1275,127,3569,634,2219,18936,175
2025-01-28,14,18703,597,1570,1174,878,6891,1313,119,3600,620,2292,19054,351
2025-01-28,15,19189,591,1607,1219,1029,6921,1356,114,3669,626,2331,19464,275
2025-01-28,16,19657,587,1642,1285,1223,6969,1387,116,3773,635,2322,19939,282
2025-01-28,17,20321,596,1674,1331,1387,7078,1460,115,3859,665,2314,20479,158
2025-01-28,18,20957,640,1699,1407,1490,7305,1546,116,3999,686,2205,21092,135
2025-01-28,19,20949,646,1682,1404,1465,7320,1547,111,3986,673,2132,20966,17
2025-01-28,20,20404,651,1678,1375,1424,7210,1512,102,3936,661,2048,20597,193
2025-01-28,21,19763,678,1664,1345,1398,7042,1468,101,3784,643,1936,20058,295
2025-01-28,22,19038,673,1664,1279,1346,6792,1382,97,3682,620,1842,19377,339
2025-01-28,23,17957,664,1618,1193,1232,6431,1278,93,3468,582,1719,18279,322
2025-01-28,24,17073,650,1577,1136,1150,6060,1184,96,3237,570,1665,17325,252
2025-01-29,1,16464,633,1555,1086,1107,5742,1124,92,3115,554,1637,16645,181
2025-01-29,2,16012,626,1561,1051,1083,5500,1082,90,3027,538,1637,16195,182
2025-01-29,3,15775,625,1549,1039,1051,5304,1050,90,2950,531,1739,15929,154
2025-01-29,4,15577,622,1489,1040,1046,5207,1030,94,2875,524,1803,15730,153
2025-01-29,5,15584,619,1428,1067,1080,5210,1042,96,2895,533,1866,15835,252
2025-01-29,6,16038,623,1437,1088,1114,5394,1088,99,3013,554,1935,16346,308
2025-01-29,7,17225,635,1468,1179,1187,5817,1178,100,3253,583,2066,17466,241
2025-01-29,8,18531,643,1538,1247,1258,6290,1277,109,3495,619,2239,18714,184
2025-01-29,9,19052,659,1544,1277,1271,6517,1310,109,3539,633,2300,19159,107
2025-01-29,10,19182,670,1533,1279,1243,6648,1261,109,3601,631,2261,19235,53
2025-01-29,11,18942,649,1521,1271,1204,6695,1203,107,3634,638,2183,19105,163
2025-01-29,12,18795,630,1517,1269,1133,6720,1182,105,3580,650,2163,18947,152
2025-01-29,13,18708,630,1546,1276,1064,6781,1210,106,3581,647,2076,18917,208
2025-01-29,14,18755,627,1554,1270,1021,6801,1243,107,3556,643,2079,18902,147
2025-01-29,15,18767,614,1554,1316,1001,6786,1243,107,3559,651,2036,18868,101
2025-01-29,16,19020,619,1564,1294,1092,6833,1291,106,3676,665,2115,19254,235
2025-01-29,17,19918,637,1596,1343,1195,6956,1400,113,3740,677,2279,19937,19
2025-01-29,18,20519,650,1645,1413,1313,7199,1516,117,3860,687,2233,20633,114
2025-01-29,19,20862,657,1662,1401,1341,7283,1542,114,3938,680,2208,20826,-36
2025-01-29,20,20796,687,1697,1368,1361,7205,1532,109,4007,683,2173,20823,27
2025-01-29,21,20520,664,1703,1339,1318,7095,1508,108,3929,665,2086,20415,-105
2025-01-29,22,19728,657,1684,1287,1235,6902,1450,107,3838,644,1995,19798,70
2025-01-29,23,18896,666,1649,1228,1150,6530,1361,108,3673,605,1908,18878,-17
2025-01-29,24,18065,654,1638,1161,1100,6159,1281,105,3471,571,1885,18025,-40
2025-01-30,1,17365,640,1630,1121,1071,5878,1236,110,3335,553,1854,17428,64
2025-01-30,2,17000,636,1618,1093,1092,5662,1206,112,3204,549,1852,17023,23
2025-01-30,3,16935,658,1608,1085,1096,5533,1194,111,3182,534,1963,16965,30
2025-01-30,4,16934,657,1605,1079,1115,5469,1184,111,3163,536,2053,16972,38
2025-01-30,5,17135,656,1581,1121,1149,5505,1198,113,3185,543,2102,17152,17
2025-01-30,6,17655,653,1582,1185,1211,5682,1236,116,3269,558,2170,17660,5
2025-01-30,7,18716,659,1616,1288,1276,6098,1327,119,3471,608,2303,18766,50
2025-01-30,8,19998,644,1621,1351,1383,6588,1432,120,3747,665,2428,19979,-18
2025-01-30,9,20169,655,1625,1353,1387,6787,1450,118,3788,689,2455,20307,138
2025-01-30,10,20137,639,1619,1326,1313,6904,1405,121,3806,673,2393,20197,60
2025-01-30,11,19828,578,1589,1325,1242,6945,1334,114,3782,691,2319,19918,89
2025-01-30,12,19336,575,1559,1337,1140,7002,1295,109,3763,680,2006,19467,131
2025-01-30,13,19275,598,1540,1341,1108,7022,1306,114,3733,684,1911,19355,80
2025-01-30,14,19107,583,1520,1339,1135,6968,1287,113,3681,683,1945,19251,145
2025-01-30,15,19315,581,1516,1315,1141,6968,1300,112,3711,674,2091,19411,96
2025-01-30,16,19596,584,1537,1326,1252,6894,1345,109,3661,676,2240,19624,28
2025-01-30,17,20002,607,1596,1351,1360,6958,1390,110,3717,702,2323,20116,114
2025-01-30,18,20333,615,1585,1431,1406,7110,1461,112,3855,685,2219,20480,147
2025-01-30,19,20167,632,1565,1408,1380,7138,1473,107,3885,668,2098,20354,187
2025-01-30,20,19886,673,1617,1390,1319,7044,1449,100,3814,673,2039,20118,232
2025-01-30,21,19437,687,1616,1367,1256,6899,1411,95,3750,636,1950,19666,229
2025-01-30,22,18713,683,1575,1314,1201,6679,1341,92,3635,604,1866,18991,278
2025-01-30,23,17706,670,1533,1229,1154,6303,1252,91,3460,578,1765,18036,330
2025-01-30,24,16965,626,1500,1142,1143,5941,1166,92,3279,584,1706,17178,213
2025-01-31,1,16224,641,1472,1113,1081,5621,1111,96,3129,565,1711,16540,316
2025-01-31,2,15885,635,1485,1080,1067,5344,1073,101,3019,555,1723,16082,197
2025-01-31,3,15805,632,1468,1064,1062,5237,1058,103,2959,494,1846,15923,119
2025-01-31,4,15851,636,1464,1050,1055,5195,1062,105,2943,502,1951,15962,111
2025-01-31,5,16067,607,1460,1066,1060,5244,1079,107,2970,513,2023,16127,60
2025-01-31,6,16640,641,1468,1118,1104,5420,1125,111,3101,526,2107,16720,80
2025-01-31,7,17704,642,1495,1182,1175,5811,1216,114,3294,571,2240,17740,36
2025-01-31,8,18846,593,1508,1284,1279,6279,1323,120,3564,622,2400,18973,127
2025-01-31,9,19346,597,1510,1310,1278,6513,1359,121,3678,638,2432,19437,91
2025-01-31,10,19351,601,1516,1269,1253,6640,1346,117,3689,643,2448,19520,169
2025-01-31,11,19376,600,1497,1246,1155,6745,1322,113,3741,647,2488,19554,178
2025-01-31,12,19339,575,1455,1221,1091,6807,1289,116,3759,651,2498,19462,122
2025-01-31,13,19170,556,1432,1193,1069,6828,1240,113,3747,654,2490,19323,152
2025-01-31,14,19032,558,1419,1152,1080,6789,1243,113,3736,656,2491,19237,206
2025-01-31,15,19090,554,1416,1140,1134,6750,1256,116,3745,660,2458,19229,139
2025-01-31,16,19096,550,1431,1185,1186,6710,1281,116,3722,662,2395,19237,142
2025-01-31,17,19338,564,1508,1258,1253,6711,1335,116,3698,662,2378,19483,144
2025-01-31,18,19617,595,1553,1325,1309,6821,1409,114,3776,660,2222,19786,168
2025-01-31,19,19360,623,1571,1303,1274,6824,1429,113,3795,650,2101,19683,323
2025-01-31,20,19073,663,1556,1288,1240,6745,1407,107,3721,647,2017,19391,317
2025-01-31,21,18788,714,1555,1261,1249,6629,1383,145,3689,627,1894,19144,356
2025-01-31,22,18311,737,1525,1208,1196,6452,1340,151,3566,604,1825,18604,292
2025-01-31,23,17436,731,1483,1160,1081,6150,1284,143,3334,576,1745,17686,250
2025-01-31,24,16676,722,1445,1111,1032,5882,1221,146,3159,540,1701,16959,283
2025-02-01,1,16171,714,1407,1066,1003,5670,1189,148,3041,534,1719,16491,321
2025-02-01,2,16135,711,1433,1048,997,5526,1160,150,2989,530,1741,16284,149
2025-02-01,3,16199,710,1529,1036,976,5465,1149,151,2966,507,1863,16351,152
2025-02-01,4,16355,688,1534,1017,994,5394,1146,150,2955,517,1954,16349,-7
2025-02-01,5,16484,697,1538,1056,1002,5412,1160,150,2982,507,2009,16512,28
2025-02-01,6,16805,686,1545,1085,1043,5471,1187,149,3012,521,2075,16774,-30
2025-02-01,7,17399,710,1555,1148,1131,5607,1245,153,3082,551,2180,17360,-39
2025-02-01,8,18102,696,1615,1194,1204,5787,1328,163,3227,585,2288,18088,-14
2025-02-01,9,18460,725,1626,1229,1113,6000,1351,168,3314,614,2371,18511,51
2025-02-01,10,18566,738,1607,1225,960,6220,1301,172,3376,635,2422,18655,89
2025-02-01,11,18560,733,1536,1229,892,6378,1255,171,3445,647,2377,18664,104
2025-02-01,12,18556,691,1482,1233,849,6531,1235,172,3470,651,2311,18625,69
2025-02-01,13,18260,701,1478,1213,838,6492,1209,170,3442,652,2139,18334,74
2025-02-01,14,18000,687,1505,1175,816,6419,1190,167,3406,650,2149,18164,164
2025-02-01,15,18110,694,1488,1211,859,6349,1196,166,3386,649,2308,18305,195
2025-02-01,16,18433,692,1520,1222,1004,6336,1249,167,3374,648,2343,18556,123
2025-02-01,17,19022,690,1578,1297,1253,6468,1391,168,3510,660,2408,19424,403
2025-02-01,18,20159,711,1626,1388,1412,6773,1546,170,3706,682,2372,20387,228
2025-02-01,19,20377,714,1625,1400,1439,6897,1589,171,3730,686,2274,20523,146
2025-02-01,20,19888,710,1596,1365,1414,6846,1556,169,3731,669,2146,20202,314
2025-02-01,21,19514,696,1600,1343,1397,6728,1517,167,3643,657,2028,19775,261
2025-02-01,22,19064,694,1635,1297,1378,6593,1457,165,3536,636,1938,19328,264
2025-02-01,23,18520,678,1607,1256,1339,6360,1395,161,3414,609,1838,18658,138
2025-02-01,24,17724,668,1572,1201,1285,6069,1320,156,3237,582,1772,17863,140
2025-02-02,1,17022,652,1525,1174,1253,5777,1273,152,3153,555,1758,17271,249
2025-02-02,2,16434,595,1516,1141,1214,5572,1228,147,3027,536,1732,16709,275
2025-02-02,3,16214,588,1559,1122,1229,5416,1210,143,2966,523,1835,16590,376
2025-02-02,4,16275,635,1564,1121,1238,5298,1195,143,2962,522,1902,16579,304
2025-02-02,5,16351,624,1529,1138,1257,5251,1189,141,2938,539,1952,16558,207
2025-02-02,6,16465,623,1514,1147,1268,5291,1197,140,2980,574,1995,16731,266
2025-02-02,7,16840,628,1523,1184,1308,5399,1228,139,3015,572,2071,17068,228
2025-02-02,8,17397,638,1562,1233,1345,5564,1284,148,3100,584,2163,17620,223
2025-02-02,9,17908,646,1605,1269,1339,5751,1342,153,3187,620,2235,18146,238
2025-02-02,10,18549,655,1628,1289,1300,6053,1391,150,3274,641,2295,18676,127
2025-02-02,11,18885,662,1568,1290,1238,6237,1411,154,3370,635,2330,18896,11
2025-02-02,12,19099,656,1579,1318,1244,6366,1401,155,3451,628,2380,19179,80
2025-02-02,13,19434,612,1566,1338,1261,6459,1405,156,3522,588,2428,19335,-99
2025-02-02,14,19328,572,1561,1338,1274,6477,1410,158,3510,591,2430,19321,-7
2025-02-02,15,19321,568,1537,1337,1273,6501,1422,161,3572,631,2440,19442,121
2025-02-02,16,19684,635,1538,1356,1288,6585,1449,161,3593,638,2447,19689,5
2025-02-02,17,20165,610,1586,1408,1396,6690,1511,164,3645,658,2477,20144,-21
2025-02-02,18,20650,600,1623,1503,1477,6923,1591,167,3759,670,2373,20687,37
2025-02-02,19,20481,610,1587,1479,1463,6988,1587,167,3763,657,2261,20563,82
2025-02-02,20,19784,620,1564,1436,1418,6872,1532,158,3687,639,2160,20085,301
2025-02-02,21,19412,656,1540,1381,1400,6712,1471,156,3615,612,2038,19581,169
2025-02-02,22,18655,663,1493,1323,1347,6476,1388,151,3468,549,1938,18795,140
2025-02-02,23,17771,662,1454,1223,1282,6142,1302,151,3348,571,1814,17951,180
2025-02-02,24,17075,647,1463,1177,1239,5820,1221,144,3207,579,1809,17306,231
2025-02-03,1,16655,649,1452,1132,1206,5539,1165,142,3123,560,1810,16778,123
2025-02-03,2,16268,640,1425,1100,1186,5328,1128,140,3035,557,1787,16326,58
2025-02-03,3,16105,625,1415,1070,1169,5186,1115,139,3009,553,1908,16190,85
2025-02-03,4,16031,622,1403,1039,1164,5124,1104,138,2961,558,1989,16104,73
2025-02-03,5,16143,624,1397,1066,1184,5212,1119,141,2994,559,2030,16325,181
2025-02-03,6,16874,630,1414,1122,1229,5418,1170,148,3095,583,2111,16921,46
2025-02-03,7,18208,639,1458,1234,1311,5869,1268,150,3354,590,2277,18151,-57
2025-02-03,8,19556,630,1503,1314,1391,6405,1385,153,3583,643,2442,19447,-109
2025-02-03,9,19719,605,1493,1302,1398,6615,1456,152,3640,642,2506,19809,91
2025-02-03,10,19705,605,1523,1327,1371,6740,1460,154,3628,659,2464,19932,227
2025-02-03,11,19862,599,1522,1334,1354,6870,1452,156,3644,665,2469,20066,204
2025-02-03,12,20176,596,1499,1342,1350,6903,1442,157,3728,656,2479,20152,-24
2025-02-03,13,19873,590,1486,1311,1329,6973,1427,153,3751,653,2484,20156,283
2025-02-03,14,19778,582,1526,1292,1267,6956,1421,155,3736,656,2492,20083,305
2025-02-03,15,19781,587,1529,1319,1280,6941,1412,156,3697,655,2477,20054,273
2025-02-03,16,19834,612,1545,1332,1301,6970,1429,156,3628,642,2446,20060,226
2025-02-03,17,20124,641,1535,1344,1346,7053,1463,156,3659,644,2443,20283,159
2025-02-03,18,20137,652,1512,1371,1416,7164,1535,154,3734,599,2288,20426,288
2025-02-03,19,19820,661,1542,1322,1371,7139,1540,157,3731,597,2146,20207,387
2025-02-03,20,19568,698,1521,1274,1320,7020,1516,156,3671,622,2094,19894,326
2025-02-03,21,19270,677,1525,1262,1275,6873,1476,153,3669,615,2005,19530,259
2025-02-03,22,18829,697,1568,1221,1224,6600,1405,144,3511,597,1953,18919,90
2025-02-03,23,17843,688,1537,1108,1137,6194,1318,142,3308,592,1855,17880,37
2025-02-03,24,16824,676,1507,1035,1051,5817,1240,140,3141,603,1804,17014,191
2025-02-04,1,16079,662,1499,1015,988,5517,1184,133,2973,588,1778,16337,258
2025-02-04,2,15709,660,1488,1004,982,5313,1149,136,2902,575,1772,15981,271
2025-02-04,3,15791,645,1479,981,986,5206,1136,138,2872,558,1881,15881,90
2025-02-04,4,15812,628,1463,978,1002,5158,1130,140,2849,560,1957,15865,53
2025-02-04,5,15972,663,1440,992,1012,5200,1146,139,2873,569,2029,16063,91
2025-02-04,6,16597,658,1465,1060,1059,5395,1196,137,2964,600,2110,16644,47
2025-02-04,7,17484,657,1518,1163,1145,5827,1298,135,3215,617,2223,17798,314
2025-02-04,8,18767,656,1564,1254,1172,6337,1403,142,3456,642,2400,19026,259
2025-02-04,9,19207,676,1587,1271,1173,6520,1423,144,3474,651,2400,19318,111
2025-02-04,10,19155,673,1572,1248,1126,6669,1409,144,3495,671,2336,19344,189
2025-02-04,11,19004,650,1534,1248,1084,6702,1405,133,3471,640,2226,19093,90
2025-02-04,12,18945,634,1506,1255,1056,6772,1391,145,3498,658,2247,19163,218
2025-02-04,13,19000,615,1506,1255,1057,6779,1378,149,3486,644,2278,19147,147
2025-02-04,14,19084,603,1515,1213,1029,6788,1376,148,3511,632,2270,19084,0
2025-02-04,15,19067,594,1526,1222,1025,6775,1378,153,3501,621,2277,19072,5
2025-02-04,16,19303,596,1561,1243,1060,6787,1402,156,3485,644,2319,19252,-51
2025-02-04,17,19802,613,1597,1293,1156,6887,1478,159,3552,663,2421,19820,17
2025-02-04,18,20420,645,1606,1373,1289,7102,1580,160,3683,680,2399,20517,97
2025-02-04,19,20761,661,1617,1387,1326,7258,1630,162,3794,669,2327,20830,69
2025-02-04,20,20567,693,1620,1354,1321,7204,1621,158,3806,654,2256,20688,121
2025-02-04,21,20267,703,1669,1326,1280,7082,1593,156,3776,647,2151,20383,116
2025-02-04,22,19646,699,1654,1277,1241,6866,1532,151,3685,633,2079,19815,169
2025-02-04,23,18771,681,1612,1206,1178,6498,1445,149,3477,599,2005,18849,78
2025-02-04,24,17880,660,1594,1110,1153,6119,1359,147,3286,570,1961,17959,79
2025-02-05,1,17251,646,1568,1060,1150,5821,1305,146,3140,561,1958,17355,104
2025-02-05,2,16828,648,1536,1035,1134,5609,1284,145,3052,552,1950,16946,118
2025-02-05,3,16716,647,1542,1023,1144,5467,1267,148,3024,577,2036,16876,161
2025-02-05,4,16682,634,1552,1031,1138,5398,1258,149,2993,569,2128,16848,166
2025-02-05,5,16826,618,1555,1063,1179,5445,1277,149,3021,573,2204,17086,260
2025-02-05,6,17523,623,1552,1124,1259,5650,1331,152,3117,600,2278,17686,163
2025-02-05,7,18734,641,1566,1231,1339,6106,1447,159,3321,633,2397,18838,105
2025-02-05,8,19979,661,1596,1310,1421,6614,1558,166,3559,668,2552,20104,125
2025-02-05,9,20234,669,1619,1307,1368,6763,1576,166,3628,683,2561,20340,106
2025-02-05,10,19865,643,1579,1269,1271,6845,1533,167,3599,671,2457,20036,170
2025-02-05,11,19593,617,1550,1251,1211,6876,1496,160,3565,710,2380,19815,222
2025-02-05,12,19389,605,1491,1236,1197,6866,1461,158,3528,681,2335,19559,170
2025-02-05,13,19153,593,1449,1222,1158,6839,1424,159,3508,704,2370,19427,274
2025-02-05,14,19106,621,1418,1216,1139,6779,1396,159,3510,680,2408,19324,219
2025-02-05,15,19047,609,1443,1207,1146,6735,1381,159,3497,698,2450,19325,278
2025-02-05,16,19364,619,1468,1223,1188,6809,1396,163,3518,689,2477,19550,186
2025-02-05,17,19976,638,1524,1292,1311,6939,1484,161,3602,705,2528,20183,207
2025-02-05,18,20578,648,1525,1386,1450,7155,1604,166,3700,717,2446,20796,218
2025-02-05,19,20829,653,1546,1384,1450,7277,1654,169,3769,716,2300,20917,89
2025-02-05,20,20381,677,1589,1370,1400,7195,1650,163,3770,696,2208,20720,339
2025-02-05,21,20116,682,1627,1354,1378,7062,1620,160,3717,671,2096,20368,252
2025-02-05,22,19429,669,1589,1313,1368,6835,1536,157,3610,645,1959,19681,252
2025-02-05,23,18359,650,1562,1243,1313,6471,1436,150,3395,619,1850,18689,329
2025-02-05,24,17480,634,1514,1179,1272,6086,1354,145,3214,584,1813,17796,316
2025-02-06,1,16911,628,1481,1131,1225,5826,1306,144,3083,563,1807,17194,283
2025-02-06,2,16670,619,1470,1086,1195,5598,1271,144,2994,547,1805,16730,60
2025-02-06,3,16445,618,1458,1096,1197,5449,1242,143,2897,549,1929,16577,132
2025-02-06,4,16510,618,1432,1102,1200,5380,1228,143,2891,540,2048,16582,72
2025-02-06,5,16717,622,1424,1123,1194,5356,1236,149,2922,547,2121,16694,-23
2025-02-06,6,17251,626,1413,1167,1211,5586,1286,150,3052,569,2203,17262,12
2025-02-06,7,18545,620,1456,1268,1255,6074,1365,156,3255,634,2351,18434,-111
2025-02-06,8,19722,572,1495,1357,1321,6553,1469,163,3528,656,2512,19626,-96
2025-02-06,9,20195,586,1495,1378,1355,6758,1515,166,3704,695,2542,20195,0
2025-02-06,10,20427,589,1496,1395,1383,6899,1525,163,3732,692,2543,20417,-10
2025-02-06,11,20664,585,1512,1420,1410,7079,1535,157,3731,700,2518,20648,-16
2025-02-06,12,20556,575,1501,1410,1385,7136,1526,155,3750,689,2429,20557,0
2025-02-06,13,20291,592,1518,1397,1384,7077,1491,145,3684,689,2398,20376,85
2025-02-06,14,20169,605,1516,1391,1394,7056,1462,144,3716,645,2433,20362,193
2025-02-06,15,20312,613,1525,1383,1384,7035,1443,145,3724,657,2461,20370,58
2025-02-06,16,20277,613,1523,1359,1349,6998,1458,144,3687,686,2413,20229,-48
2025-02-06,17,19977,595,1530,1420,1244,6976,1500,135,3647,694,2377,20118,141
2025-02-06,18,20044,592,1509,1474,1297,7021,1556,139,3777,688,2248,20301,258
2025-02-06,19,20110,603,1506,1440,1436,7016,1555,140,3773,694,2136,20297,187
2025-02-06,20,19647,608,1510,1385,1409,6907,1519,137,3736,658,2071,19940,293
2025-02-06,21,19365,626,1519,1354,1341,6846,1490,138,3688,644,2009,19655,290
2025-02-06,22,19058,677,1504,1282,1289,6649,1429,144,3602,625,1934,19134,76
2025-02-06,23,17963,668,1467,1199,1193,6282,1347,141,3391,597,1810,18096,133
2025-02-06,24,16987,649,1453,1125,1104,5925,1267,140,3199,615,1751,17227,240
2025-02-07,1,16447,633,1461,1065,1060,5685,1221,134,3066,592,1741,16658,212
2025-02-07,2,16196,629,1445,1029,1017,5546,1188,136,3010,578,1740,16318,122
2025-02-07,3,16121,621,1442,1005,1011,5414,1166,135,2927,576,1850,16146,25
2025-02-07,4,16042,615,1449,1009,1008,5412,1161,135,2922,578,1932,16221,179
2025-02-07,5,16246,617,1420,1003,1034,5479,1179,138,2950,579,1987,16387,141
2025-02-07,6,16669,617,1418,1049,1083,5663,1226,141,3036,599,2077,16908,239
2025-02-07,7,17919,629,1453,1160,1170,6084,1314,145,3277,645,2250,18127,209
2025-02-07,8,19352,629,1477,1234,1248,6575,1407,151,3509,632,2420,19282,-70
2025-02-07,9,19609,625,1495,1249,1227,6749,1437,152,3566,638,2407,19546,-64
2025-02-07,10,19210,616,1505,1269,1122,6824,1423,153,3530,627,2347,19416,206
2025-02-07,11,18992,589,1482,1256,1083,6883,1404,154,3508,626,2287,19273,281
2025-02-07,12,18857,613,1472,1247,1018,6889,1380,155,3504,623,2190,19092,235
2025-02-07,13,18603,575,1453,1220,1000,6867,1366,153,3482,624,2045,18784,181
2025-02-07,14,18489,585,1450,1212,988,6844,1344,153,3497,612,1924,18609,120
2025-02-07,15,18427,583,1432,1210,990,6809,1354,153,3503,609,1898,18540,113
2025-02-07,16,18572,598,1426,1219,1030,6787,1377,156,3506,614,2023,18735,164
2025-02-07,17,19228,601,1471,1268,1133,6829,1396,159,3612,646,2260,19374,145
2025-02-07,18,20108,618,1508,1351,1272,7014,1457,164,3755,618,2340,20098,-10
2025-02-07,19,20480,624,1530,1325,1318,7149,1489,164,3808,680,2297,20384,-96
2025-02-07,20,20121,633,1544,1304,1333,7096,1474,154,3861,671,2221,20291,169
2025-02-07,21,19822,665,1603,1267,1329,6994,1443,151,3809,660,2112,20033,211
2025-02-07,22,19210,664,1583,1213,1272,6780,1387,145,3688,642,2048,19422,212
2025-02-07,23,18256,626,1551,1166,1187,6454,1300,141,3495,616,1964,18500,243
2025-02-07,24,17517,640,1508,1114,1098,6109,1216,143,3315,585,1922,17651,133
2025-02-08,1,16849,624,1489,1057,1057,5802,1154,146,3194,566,1904,16992,144
2025-02-08,2,16442,616,1473,1027,1014,5583,1111,151,3085,552,1902,16514,71
2025-02-08,3,16146,611,1464,982,942,5433,1089,151,3003,562,2016,16252,107
2025-02-08,4,16034,618,1435,981,942,5342,1083,153,2966,572,2065,16156,123
2025-02-08,5,16107,617,1399,1014,939,5305,1089,153,2974,577,2102,16170,63
2025-02-08,6,16309,614,1377,1045,983,5368,1115,156,2995,579,2159,16391,81
2025-02-08,7,16856,617,1375,1085,1039,5527,1174,156,3100,578,2260,16911,55
2025-02-08,8,17599,632,1409,1129,1126,5724,1254,161,3230,609,2350,17623,24
2025-02-08,9,18014,650,1451,1140,1135,5952,1318,164,3319,633,2375,18138,125
2025-02-08,10,18100,660,1488,1138,1083,6153,1329,162,3379,646,2369,18408,308
2025-02-08,11,18283,655,1506,1118,1044,6320,1326,171,3485,652,2366,18644,360
2025-02-08,12,18365,647,1514,1118,1009,6450,1309,159,3495,658,2404,18762,397
2025-02-08,13,18658,647,1489,1109,988,6518,1287,157,3518,651,2463,18827,170
2025-02-08,14,18685,627,1425,1118,1004,6523,1295,157,3516,645,2454,18764,79
2025-02-08,15,18532,644,1434,1113,1125,6451,1285,159,3488,644,2419,18761,229
2025-02-08,16,18727,630,1479,1177,1192,6386,1304,162,3508,648,2408,18894,168
2025-02-08,17,19060,629,1498,1224,1282,6459,1368,164,3578,658,2425,19285,225
2025-02-08,18,19564,653,1526,1296,1366,6665,1441,164,3698,670,2317,19796,232
2025-02-08,19,19589,654,1532,1283,1367,6781,1456,163,3693,652,2214,19795,206
2025-02-08,20,19266,653,1528,1243,1318,6719,1409,159,3626,618,2121,19395,129
2025-02-08,21,18787,659,1506,1195,1270,6567,1356,159,3507,592,2030,18842,55
2025-02-08,22,18172,652,1483,1168,1199,6390,1300,156,3358,570,1937,18214,42
2025-02-08,23,17436,640,1457,1133,1150,6172,1228,153,3212,542,1844,17531,94
2025-02-08,24,16679,632,1440,1071,1095,5888,1160,150,3107,522,1820,16884,206
2025-02-09,1,16136,649,1421,1014,1069,5632,1108,147,3011,504,1835,16390,254
2025-02-09,2,15840,638,1406,1012,1037,5441,1069,146,2915,492,1851,16007,166
2025-02-09,3,15722,632,1420,998,1001,5288,1051,147,2873,488,1952,15850,129
2025-02-09,4,15687,634,1436,997,1008,5196,1041,147,2828,478,1995,15758,71
2025-02-09,5,15606,636,1411,987,1020,5151,1045,145,2865,469,2034,15761,155
2025-02-09,6,15707,639,1398,1004,1063,5176,1061,135,2886,528,2070,15959,252
2025-02-09,7,16198,642,1408,1047,1112,5302,1095,134,2982,561,2152,16435,237
2025-02-09,8,16827,658,1449,1086,1170,5454,1155,141,3043,601,2239,16998,171
2025-02-09,9,17469,676,1434,1123,1207,5677,1227,149,3119,631,2286,17528,59
2025-02-09,10,17950,679,1457,1143,1218,5914,1269,155,3173,657,2299,17962,12
2025-02-09,11,17875,666,1465,1150,1209,6046,1272,157,3236,652,2156,18008,132
2025-02-09,12,17791,654,1468,1132,1194,6204,1273,145,3280,670,2069,18089,298
2025-02-09,13,17879,610,1447,1148,1205,6280,1283,143,3336,640,2124,18215,336
2025-02-09,14,18210,602,1449,1152,1198,6319,1277,149,3266,625,2325,18360,150
2025-02-09,15,18279,599,1457,1158,1197,6285,1271,151,3267,617,2366,18367,87
2025-02-09,16,18323,607,1477,1180,1189,6303,1293,151,3343,628,2380,18551,228
2025-02-09,17,18983,644,1522,1238,1292,6426,1354,158,3452,653,2426,19164,181
2025-02-09,18,19593,666,1542,1320,1365,6728,1437,159,3608,665,2359,19850,257
2025-02-09,19,19986,677,1546,1311,1339,6929,1460,158,3665,659,2279,20023,37
2025-02-09,20,19422,680,1528,1274,1225,6774,1406,150,3627,634,2161,19460,38
2025-02-09,21,18692,684,1532,1233,1190,6615,1353,149,3486,622,2057,18921,229
2025-02-09,22,18287,706,1514,1188,1164,6425,1286,148,3443,601,1984,18460,173
2025-02-09,23,17561,691,1475,1123,1124,6117,1215,145,3304,580,1900,17674,114
2025-02-09,24,16950,673,1439,1072,1122,5812,1152,142,3180,558,1869,17019,69
2025-02-10,1,16281,666,1420,999,1060,5585,1103,140,3065,539,1871,16447,166
2025-02-10,2,15886,663,1440,975,1051,5401,1066,139,3000,538,1869,16142,256
2025-02-10,3,15875,643,1413,967,1057,5272,1056,143,2944,552,1982,16028,153
2025-02-10,4,15930,624,1378,986,1043,5252,1059,145,2928,542,2088,16047,116
